req,pos,labels
"Each college has its own website. Each college is structured into departments, each of which has specific teachers. Among these teachers, one of them is responsible for the department. A teacher is defined by his name, first name, phone number, e-mail, date of employment and his index. Each teacher teaches only one subject. The students take several subjects and receive a grade for each of them. For each student, we want to manage his name, first name, phone number, e-mail, as well as his year of entry to the college. A subject can be taught by several teachers but always in the same classroom (each one having a certain number of seats). We want to be able to calculate the average per subject and per department. We also want to calculate a student's overall average and display the subjects in which he or she was not graded. Finally, we want to be able to print the data sheet (, first name, phone, e-mail) of a teacher or a student.",DET NOUN VERB PRON ADJ NOUN PUNCT DET NOUN AUX VERB ADP NOUN PUNCT PRON ADP PRON VERB ADJ NOUN PUNCT ADP DET NOUN PUNCT NUM ADP PRON AUX ADJ ADP DET NOUN PUNCT DET NOUN AUX VERB ADP PRON NOUN PUNCT ADJ NOUN PUNCT NOUN NOUN PUNCT NOUN NOUN NOUN PUNCT NOUN ADP NOUN CCONJ PRON NOUN PUNCT DET NOUN VERB ADV NUM NOUN PUNCT DET NOUN VERB ADJ NOUN CCONJ VERB DET NOUN ADP PRON ADP PRON PUNCT ADP DET NOUN PUNCT PRON VERB PART VERB PRON NOUN PUNCT ADJ NOUN PUNCT NOUN NOUN PUNCT NOUN NOUN NOUN PUNCT ADV ADV ADP PRON NOUN ADP NOUN ADP DET NOUN PUNCT DET NOUN AUX AUX VERB ADP ADJ NOUN CCONJ ADV ADP DET ADJ NOUN PUNCT DET NOUN VERB DET ADJ NOUN ADP NOUN PUNCT PUNCT PRON VERB PART AUX ADJ PART VERB DET NOUN ADP NOUN CCONJ ADP NOUN PUNCT PRON ADV VERB PART VERB DET NOUN PART ADJ NOUN CCONJ VERB DET NOUN ADP PRON PRON CCONJ PRON AUX PART VERB PUNCT ADV PUNCT PRON VERB PART AUX ADJ PART VERB DET NOUN NOUN PUNCT PUNCT ADJ NOUN PUNCT NOUN PUNCT NOUN NOUN NOUN PUNCT ADP DET NOUN CCONJ DET NOUN PUNCT,O entity relationship O O entity O O entity O relationship O entity O O O O relationship O entity O O O entity O O O O O relationship O O entity O O entity O O O O attr O O attr O attr O O O O O O attr O O O O attr O O entity relationship O O entity O O entity relationship O entity O O O O O O O O O O O entity O O O O O O attr O O attr O attr O O O O O O O O O O attr O O O O entity O O entity O O O O O entity O O O O O O O O O O O O O O O O O O O O O O O O O O O entity O O entity O O O O O O O entity O O O O O O entity O O O O O O O O O O O O O O O O O O O O O O O O attr O attr O O O O O O O entity O O entity O
"Design a system for a movie-shop, in order to
handle ordering of movies and browsing of the
catalogue of the store, and user subscriptions with
rechargeable cards.
Only subscribers are allowed hiring movies with
their own card.
Credit is updated on the card during rent
operations.
Both users and subscribers can buy a movie and
their data are saved in the related order.
When a movie is not available it is ordered ",NOUN DET NOUN ADP DET NOUN PUNCT NOUN PUNCT ADP NOUN PART SPACE VERB NOUN ADP NOUN CCONJ VERB ADP DET SPACE NOUN ADP DET NOUN PUNCT CCONJ NOUN NOUN ADP SPACE ADJ NOUN PUNCT SPACE ADJ NOUN AUX VERB VERB NOUN ADP SPACE PRON ADJ NOUN PUNCT SPACE PROPN AUX VERB ADP DET NOUN ADP NOUN SPACE NOUN PUNCT SPACE DET NOUN CCONJ NOUN AUX VERB DET NOUN CCONJ SPACE PRON NOUN AUX VERB ADP DET ADJ NOUN PUNCT SPACE SCONJ DET NOUN AUX PART ADJ PRON AUX VERB,O O O O O entity O O O O O O O O O O entity O O O O O O O O O O O O O O O O O O O O entity O O relationship entity O O O O O O O O O O O O O O O O O O O O entity O entity O relationship O entity O O O O O O O O O O O O O O entity O O O O O O
"We want to automate the management of a small municipal library. For this, we analyzed its operation to obtain the following list of rules and statements:
Members have a first name (character string) and a surname (character string).
The library consists of a set of documents and a set of patrons.
Members are subscribed or unsubscribed on a simple request.
New documents are added to the library regularly.
These documents are either journals or volumes.
Volumes are either dictionaries, books or comics.
The documents are characterized by a title (character string).
Volumes also have an author (character string). Bds also have a recipient name (character string).
The newspapers have, in addition to the characteristics of the documents, a date of publication (a date).
Only books can be borrowed.
A member can borrow or return a book.
Members can borrow books (and only books) and it must be possible to know at any time which books a member has borrowed.
A member can borrow a maximum of 3 books.
The return date for a borrowed book is fixed at the time of the loan. This date can be extended upon request.",PRON VERB PART VERB DET NOUN ADP DET ADJ ADJ NOUN PUNCT ADP PRON PUNCT PRON VERB PRON NOUN PART VERB DET VERB NOUN ADP NOUN CCONJ NOUN PUNCT SPACE NOUN VERB DET ADJ NOUN PUNCT NOUN NOUN PUNCT CCONJ DET NOUN PUNCT NOUN NOUN PUNCT PUNCT SPACE DET NOUN VERB ADP DET NOUN ADP NOUN CCONJ DET NOUN ADP NOUN PUNCT SPACE NOUN AUX VERB CCONJ VERB ADP DET ADJ NOUN PUNCT SPACE ADJ NOUN AUX VERB ADP DET NOUN ADV PUNCT SPACE DET NOUN AUX CCONJ NOUN CCONJ NOUN PUNCT SPACE NOUN AUX PRON NOUN PUNCT NOUN CCONJ NOUN PUNCT SPACE DET NOUN AUX VERB ADP DET NOUN PUNCT NOUN NOUN PUNCT PUNCT SPACE NOUN ADV VERB DET NOUN PUNCT NOUN NOUN PUNCT PUNCT PROPN ADV VERB DET ADJ NOUN PUNCT NOUN NOUN PUNCT PUNCT SPACE DET NOUN VERB PUNCT ADP NOUN ADP DET NOUN ADP DET NOUN PUNCT DET NOUN ADP NOUN PUNCT DET NOUN PUNCT PUNCT SPACE ADJ NOUN AUX AUX VERB PUNCT SPACE DET NOUN AUX VERB CCONJ VERB DET NOUN PUNCT SPACE NOUN AUX VERB NOUN PUNCT CCONJ ADJ NOUN PUNCT CCONJ PRON AUX AUX ADJ PART VERB ADP DET NOUN PRON VERB DET NOUN AUX VERB PUNCT SPACE DET NOUN AUX VERB DET NOUN ADP NUM NOUN PUNCT SPACE DET NOUN NOUN ADP DET VERB NOUN AUX VERB ADP DET NOUN ADP DET NOUN PUNCT DET NOUN AUX AUX VERB SCONJ NOUN PUNCT,O O O O O O O O O O entity O O O O O O O O O O O O O O O O O O O entity O O O O O O O O O O attr O O O O O O O entity O O O O O entity O O O O entity O O entity relationship relationship O O O O O entity O O O entity relationship O O O entity O O O O entity relationship O entity O entity O O entity relationship O entity O entity O entity O O O entity relationship O O O attr O O O O O O entity O O O attr O O O O O entity O O O O O O O O O O O O entity O O O O O O O O O entity O O attr O O O O attr O O O O entity O O O O O O entity O relationship O O O entity O O entity O relationship entity O O O entity O O O O O O O O O O O O entity O entity O O O O O entity O relationship O O O O entity O O O O attr O O O entity O O O O O O O O O O attr O O O O entity O
"ATMs are deceptively simple: although customers only need to press a few buttons to receive cash, there are many layers of security that a safe and effective ATM must pass through to prevent fraud and provide value for banking customers. The various human and inanimate parts of an ATM system are illustrated by this easy-to-read diagram—every class has its title, and the attributes are listed beneath. You can edit, save, and share this chart by opening the document and signing up for a free Lucidchart account.",NOUN AUX ADV ADJ PUNCT SCONJ NOUN ADV VERB PART VERB DET ADJ NOUN PART VERB NOUN PUNCT PRON VERB ADJ NOUN ADP NOUN PRON DET ADJ CCONJ ADJ PROPN AUX VERB ADP PART VERB NOUN CCONJ VERB NOUN ADP NOUN NOUN PUNCT DET ADJ ADJ CCONJ ADJ NOUN ADP DET PROPN NOUN AUX VERB ADP DET ADJ PUNCT AUX PUNCT VERB NOUN PUNCT DET NOUN VERB PRON NOUN PUNCT CCONJ DET NOUN AUX VERB ADV PUNCT PRON AUX VERB PUNCT VERB PUNCT CCONJ VERB DET NOUN ADP VERB DET NOUN CCONJ VERB ADP ADP DET ADJ PROPN NOUN PUNCT,entity O O O O O entity O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O entity O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Each customer has a VAT number, a name, a phone number and an address. There are no two clients with the same VAT number. When a customer wants to send a package to another customer, he just has to login to the company website, select the customer he wants to send the package to, enter the package’s weight and if the delivery is normal or urgent. He then receives an unique identifier code that he writes on the package. The package is then delivered by the customer at the delivery center of his choosing. A delivery center has a unique name and an address. Each client has an associated delivery center. This delivery center is chosen by the company and it is normally the one closest to the customer’s house. The package is them routed through an internal system until it reaches the delivery center of the recipient. The package is then delivered by hand from that delivery center to the recipient by a courier. Couriers have a single VAT number, a name and a phone number. Each courier works in a single delivery center. A courier is assigned to a packet as soon as the packet is introduced in the system.",DET NOUN VERB DET NOUN NOUN PUNCT DET NOUN PUNCT DET NOUN NOUN CCONJ DET NOUN PUNCT PRON VERB DET NUM NOUN ADP DET ADJ NOUN NOUN PUNCT SCONJ DET NOUN VERB PART VERB DET NOUN ADP DET NOUN PUNCT PRON ADV VERB PART VERB ADP DET NOUN NOUN PUNCT VERB DET NOUN PRON VERB PART VERB DET NOUN PART PUNCT VERB DET NOUN PART NOUN CCONJ SCONJ DET NOUN AUX ADJ CCONJ ADJ PUNCT PRON ADV VERB DET ADJ ADJ NOUN PRON PRON VERB ADP DET NOUN PUNCT DET NOUN AUX ADV VERB ADP DET NOUN ADP DET NOUN NOUN ADP PRON NOUN PUNCT DET NOUN NOUN VERB DET ADJ NOUN CCONJ DET NOUN PUNCT DET NOUN VERB DET VERB NOUN NOUN PUNCT DET NOUN NOUN AUX VERB ADP DET NOUN CCONJ PRON AUX ADV DET NUM ADJ ADP DET NOUN PART NOUN PUNCT DET NOUN AUX PRON VERB ADP DET ADJ NOUN SCONJ PRON VERB DET NOUN NOUN ADP DET NOUN PUNCT DET NOUN AUX ADV VERB ADP NOUN ADP DET NOUN NOUN ADP DET NOUN ADP DET NOUN PUNCT NOUN VERB DET ADJ NOUN NOUN PUNCT DET NOUN CCONJ DET NOUN NOUN PUNCT DET NOUN VERB ADP DET ADJ NOUN NOUN PUNCT DET NOUN AUX VERB ADP DET NOUN ADV ADV SCONJ DET NOUN AUX VERB ADP DET NOUN PUNCT,O entity O O O O O O attr O O O O O O attr O O O O O O O O O O O O O O entity O O relationship O entity O O entity O O O O O O O O O O O O O entity O O O relationship O entity O O O O entity O attr O O O O O O O attr O O O O O O attr O O O O O O entity O O entity O O O O O entity O O O O O O O O O O O O O O attr O O attr O O entity O O relationship O O O O O O O O O O O O O O O O O O O O entity O O O O entity O O O O O O O O O O O O O O O O O O entity O O O O O O O O O O O O O O entity O entity O O O O O O O attr O O O O O O entity O O O O O O O O entity O O O O entity O O O O entity O O O O O O
"Consider a document made up of one or more sheets. The sheet includes geo objects and text. Graphical objects support type operations: select, copy, cut, paste and move. We assume the following two geometric objects: circle and rectangle.",VERB DET NOUN VERB ADP ADP NUM CCONJ ADJ NOUN PUNCT DET NOUN VERB PROPN NOUN CCONJ NOUN PUNCT ADJ VERB NOUN NOUN NOUN PUNCT ADJ PUNCT NOUN PUNCT VERB PUNCT VERB CCONJ NOUN PUNCT PRON VERB DET VERB NUM ADJ NOUN PUNCT NOUN CCONJ NOUN PUNCT,O O entity O O O O O O entity O O entity relationship O O O entity O O O O O O O O O O O O O O O O O O O O O O O O O entity O entity O
"Anyone who has carried out a professional activity for 5 years related to the subject of their application may apply for a technological and vocational education diploma from the Center for Validation of Acquired Skills of the Academy of their place of residence. .

The employee obtains a blank file from the Academy's Acquired Validation Center (CAVA). After completing the file, the employee sends it to the CAVA. The file contains the civil status of the candidate (surname, first name, address), a description of his professional activities for 5 years, the diploma requested. The files are registered in the CAVA database (a reference number is automatically assigned to them).

The CAVA sends the file to the home of the Academy inspector responsible for the diploma concerned. The inspector verifies whether the file is admissible. That is to say, if the diploma requested corresponds to the professional activities of the candidate for at least 5 years. The inspector communicates his decision to the CAVA, which records it in its database. If the file is admissible, an acknowledgment of receipt is sent to the candidate; otherwise the file is returned to the candidate with a letter indicating the reasons for the refusal of the file.

There is one jury per diploma. A jury is made up of the Academy inspector responsible for the diploma and teachers. The CAVA knows the contact details of the teachers who are members of a jury. Each jury meets three times a year.

The schedule of jury meetings is established by the Academy inspector responsible for the diploma concerned, at the start of the school year. Three weeks before a meeting of a jury, the CAVA summons the members of the jury as well as the candidates with a pending diploma application file (concerning the diploma under the responsibility of the jury).

At the end of a meeting, the jury draws up minutes in which the decisions of the jury are summarized (acceptance or refusal of the diploma). Depending on this report, the CAVA sends a certificate of diploma to the candidates or a refusal of diploma.",PRON PRON AUX VERB ADP DET ADJ NOUN ADP NUM NOUN VERB ADP DET NOUN ADP PRON NOUN AUX VERB ADP DET ADJ CCONJ ADJ NOUN NOUN ADP DET PROPN ADP PROPN ADP PROPN PROPN ADP DET PROPN ADP PRON NOUN ADP NOUN PUNCT PUNCT SPACE DET NOUN VERB DET ADJ NOUN ADP DET PROPN PART PROPN PROPN PROPN PUNCT PROPN PUNCT PUNCT ADP VERB DET NOUN PUNCT DET NOUN VERB PRON ADP DET PROPN PUNCT DET NOUN VERB DET ADJ NOUN ADP DET NOUN PUNCT NOUN PUNCT ADJ NOUN PUNCT NOUN PUNCT PUNCT DET NOUN ADP PRON ADJ NOUN ADP NUM NOUN PUNCT DET NOUN VERB PUNCT DET NOUN AUX VERB ADP DET PROPN NOUN PUNCT DET NOUN NOUN AUX ADV VERB ADP PRON PUNCT PUNCT SPACE DET PROPN VERB DET NOUN ADP DET NOUN ADP DET PROPN NOUN ADJ ADP DET NOUN VERB PUNCT DET NOUN NOUN SCONJ DET NOUN AUX ADJ PUNCT PRON AUX PART VERB PUNCT SCONJ DET NOUN VERB NOUN ADP DET ADJ NOUN ADP DET NOUN ADP ADV ADV NUM NOUN PUNCT DET NOUN VERB PRON NOUN ADP DET PROPN PUNCT PRON VERB PRON ADP PRON NOUN PUNCT SCONJ DET NOUN AUX ADJ PUNCT DET NOUN ADP NOUN AUX VERB ADP DET NOUN PUNCT ADV DET NOUN AUX VERB ADP DET NOUN ADP DET NOUN VERB DET NOUN ADP DET NOUN ADP DET NOUN PUNCT SPACE PRON VERB NUM NOUN ADP NOUN PUNCT DET NOUN AUX VERB ADP ADP DET PROPN NOUN ADJ ADP DET NOUN CCONJ NOUN PUNCT DET PROPN VERB DET NOUN NOUN ADP DET NOUN PRON AUX NOUN ADP DET NOUN PUNCT DET NOUN VERB NUM NOUN DET NOUN PUNCT SPACE DET NOUN ADP NOUN NOUN AUX VERB ADP DET PROPN NOUN ADJ ADP DET NOUN VERB PUNCT ADP DET NOUN ADP DET NOUN NOUN PUNCT NUM NOUN ADP DET NOUN ADP DET NOUN PUNCT DET PROPN VERB DET NOUN ADP DET NOUN ADV ADV ADP DET NOUN ADP DET VERB NOUN NOUN NOUN PUNCT VERB DET NOUN ADP DET NOUN ADP DET NOUN PUNCT PUNCT SPACE ADP DET NOUN ADP DET NOUN PUNCT DET NOUN VERB ADP NOUN ADP PRON DET NOUN ADP DET NOUN AUX VERB PUNCT NOUN CCONJ NOUN ADP DET NOUN PUNCT PUNCT VERB ADP DET NOUN PUNCT DET PROPN VERB DET NOUN ADP NOUN ADP DET NOUN CCONJ DET NOUN ADP NOUN PUNCT,O O O O O O O O O O O O O O O O O O O O O O O O O O entity O O O O O O O O O O O O O O O O O O O O entity O O O O O O O O O O O O O O O O O O O O O entity O O O O O O O O O O O O O O entity O attr O O O O attr O O O O O O O O O O O O O entity O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O entity O O O entity O O O entity O O O O O O O O O O O O O O entity O O O O O O O O entity O O O O O O O entity O O O O O O O O O O O O O O O O O O O O O O O O O O O O entity O O O O O O O O entity O O O O O O O O O O O O O O O O O entity O entity O O entity O O O O O O entity O O O entity O entity O O O O O O O O O entity O O O O O entity O O entity O O O O O O O O O O entity O O O O O O entity O O O entity O O O O O O O O O O O O O O O O O entity O O O O O O O O entity O O O O O O O O entity O O O O O entity O O O O O entity O O O O O O O O O O O entity O O O O O O O O O entity O O O O O O O O entity O O O O O O O O O O O O O entity O O O O O O O entity O
"each type of product has a unique code (barcode label), and the same price for all products of this type. the objective is to facilitate the maintenance of the prices of the articles.
each type of product is referenced in a catalog, with its associated price. When the price of a product must be modified, the manager modifies its price in the catalog, then on the floor where it is stored.
The cashier identifies himself to start the cash register (with a password).
the cash register will carry out the usual functions of a cash register: subtotal calculation, total calculation, possibility of entering several items with the same code, return of goods with the receipt. Payment will be in cash only.
The cash register allows you to edit reports:
· the receipt which will be given only for an effective sale . it contains the store name, a welcome message, the date and time. Then for each sale it gives the product code, product description, unit price, quantity and subtotal. Finally we find the total including VAT
· The detailed daily report: list of the detailed set of sales for the day.",DET NOUN ADP NOUN VERB DET ADJ NOUN PUNCT PROPN NOUN PUNCT PUNCT CCONJ DET ADJ NOUN ADP DET NOUN ADP DET NOUN PUNCT DET NOUN AUX PART VERB DET NOUN ADP DET NOUN ADP DET NOUN PUNCT SPACE DET NOUN ADP NOUN AUX VERB ADP DET NOUN PUNCT ADP PRON VERB NOUN PUNCT SCONJ DET NOUN ADP DET NOUN AUX AUX VERB PUNCT DET NOUN VERB PRON NOUN ADP DET NOUN PUNCT ADV ADP DET NOUN SCONJ PRON AUX VERB PUNCT SPACE DET NOUN VERB PRON PART VERB DET NOUN NOUN PUNCT ADP DET NOUN PUNCT PUNCT SPACE DET NOUN NOUN AUX VERB ADP DET ADJ NOUN ADP DET NOUN NOUN PUNCT ADJ NOUN PUNCT ADJ NOUN PUNCT NOUN ADP VERB ADJ NOUN ADP DET ADJ NOUN PUNCT NOUN ADP NOUN ADP DET NOUN PUNCT NOUN AUX AUX ADP NOUN ADV PUNCT SPACE DET NOUN NOUN VERB PRON PART VERB NOUN PUNCT SPACE PUNCT DET NOUN PRON AUX AUX VERB ADV ADP DET ADJ NOUN PUNCT PRON VERB DET NOUN NOUN PUNCT DET ADJ NOUN PUNCT DET NOUN CCONJ NOUN PUNCT ADV ADP DET NOUN PRON VERB DET NOUN NOUN PUNCT NOUN NOUN PUNCT NOUN NOUN PUNCT NOUN CCONJ NOUN PUNCT ADV PRON VERB DET NOUN VERB NOUN SPACE PUNCT DET ADJ ADJ NOUN PUNCT NOUN ADP DET ADJ NOUN ADP NOUN ADP DET NOUN PUNCT,O O O entity O O O O O attr O O O O O O attr O O entity O O O O O O O O O O O O O O O O O O O O O O entity O O O O O O O O O attr O O O attr O O entity O O O O O entity O O attr O O O O O O O O O O O O O O O entity O O O relationship O O O O O O O O O O O O O O O O O O O O O O O O attr O O entity O O O O O O O O O O O O O O O O O entity O O O O O O O O O O O O O O O O O O O O O entity O O O O O O O O entity O O O O O O O O O O O O attr O attr O O O O entity O O O entity O O entity O O O attr O attr O attr O O O O O entity O entity O O O O O O O O O O O O O O O O O O
"You are asked to create a database to store cooking recipes and also to manage the stocks of ingredients you have. Each recipe has a name, a description, the preparation and cooking time, the number of calories per person, the number of parts and the level of difficulty: difficult, medium or easy. For each recipe you want to know what ingredients are needed and the quantity associated with each ingredient. For each ingredient you have its name and the number of calories per 100 grams of that ingredient. Each ingredient has a type, for example starch for the ingredient potato. The same ingredient can have several packaging, for example, the ingredient flour can be stored as a 1 kg or 500 g package. These two packages will be considered as different products. To manage the stocks of ingredients, the storage location of the products in the housing is memorized. Each storage is named and for each storage you know which products are stored there. The same ingredient can be stored in several racks.",PRON AUX VERB PART VERB DET NOUN PART VERB NOUN NOUN CCONJ ADV PART VERB DET NOUN ADP NOUN PRON VERB PUNCT DET NOUN VERB DET NOUN PUNCT DET NOUN PUNCT DET NOUN CCONJ NOUN NOUN PUNCT DET NOUN ADP NOUN ADP NOUN PUNCT DET NOUN ADP NOUN CCONJ DET NOUN ADP NOUN PUNCT ADJ PUNCT NOUN CCONJ ADJ PUNCT ADP DET NOUN PRON VERB PART VERB PRON NOUN AUX VERB CCONJ DET NOUN VERB ADP DET NOUN PUNCT ADP DET NOUN PRON VERB PRON NOUN CCONJ DET NOUN ADP NOUN ADP NUM NOUN ADP DET NOUN PUNCT DET NOUN VERB DET NOUN PUNCT ADP NOUN NOUN ADP DET ADJ NOUN PUNCT DET ADJ NOUN AUX VERB ADJ NOUN PUNCT ADP NOUN PUNCT DET ADJ NOUN AUX AUX VERB ADP DET NUM NOUN CCONJ NUM NOUN NOUN PUNCT DET NUM NOUN AUX AUX VERB ADP ADJ NOUN PUNCT PART VERB DET NOUN ADP NOUN PUNCT DET NOUN NOUN ADP DET NOUN ADP DET NOUN AUX VERB PUNCT DET NOUN AUX VERB CCONJ ADP DET NOUN PRON VERB DET NOUN AUX VERB ADV PUNCT DET ADJ NOUN AUX AUX VERB ADP ADJ NOUN PUNCT,O O O O O O O O O O entity O O O O O O relationship entity O relationship O O entity relationship O attr O O attr O O attr O O O O O O relationship O O O O O O relationship O O O O relationship attr O O O O O O O O O entity O O O O O entity O O O O attr O O O entity O O O entity O relationship O attr O O O relationship O O O O relationship O entity O O entity relationship O entity O O O O O O entity O O O O entity O relationship O entity O O O O O entity O O O relationship O O O O O O O O O O O entity O O O O O entity O O O O O relationship entity O O entity O relationship O entity O O O O O O O entity O attr O O O entity O O O entity O relationship O O O O entity O O relationship O O attr O
"A bank system contains data on customers 
(identified by name and address) and 
their accounts.
Each account has a balance and there are 2 
type of accounts: one for savings which 
offers an interest rate, the other for 
investments, used to buy stocks.
Stocks are bought at a certain quantity for 
a certain price (ticker) and the bank 
applies commission on stock orders.",DET NOUN NOUN VERB NOUN ADP NOUN SPACE PUNCT VERB ADP NOUN CCONJ NOUN PUNCT CCONJ SPACE PRON NOUN PUNCT SPACE DET NOUN VERB DET NOUN CCONJ PRON VERB NUM SPACE NOUN ADP NOUN PUNCT NUM ADP NOUN PRON SPACE VERB DET NOUN NOUN PUNCT DET ADJ ADP SPACE NOUN PUNCT VERB PART VERB NOUN PUNCT SPACE NOUN AUX VERB ADP DET ADJ NOUN ADP SPACE DET ADJ NOUN PUNCT NOUN PUNCT CCONJ DET NOUN SPACE VERB NOUN ADP NOUN NOUN PUNCT,O O O O O O entity O O O O attr O attr O O O O entity O O O entity O O attr O O O O O O O entity O O O entity O O O O O O O O O O O entity O O O O entity O O entity O O O O O attr O O O O O O attr O O O O O relationship attr O O O O
"Consider an information system that concerns the monitoring of the personnel of a set of local agencies. Each agency is located in a region, each region is managed by a regional management. The regional management is in charge of a set of local agencies.
a regional directorate is characterized by a code and a wording.",VERB DET NOUN NOUN PRON VERB DET NOUN ADP DET NOUN ADP DET NOUN ADP ADJ NOUN PUNCT DET NOUN AUX VERB ADP DET NOUN PUNCT DET NOUN AUX VERB ADP DET ADJ NOUN PUNCT DET ADJ NOUN AUX ADP NOUN ADP DET NOUN ADP ADJ NOUN PUNCT SPACE DET ADJ NOUN AUX VERB ADP DET NOUN CCONJ DET NOUN PUNCT,O O O O O O O O O O entity O O O O O entity O O entity O O O O entity O O entity O O O O entity O O O entity O O O O O O O O O entity O O O entity O O O O O attr O O attr O
"We want to model a system for management of flights and pilots.
An airline operates flights. Each airline has an ID.
Each flight has an ID a departure airport and an arrival airport: an 
airport as a unique identifier.
Each flight has a pilot and a co-pilot, and it uses an aircraft of a 
certain type; a flight has also a departure time and an arrival time. 
An airline owns a set of aircrafts of different types. 
An aircraft can be in a working state or it can be under repair. 
In a particular moment an aircraft can be landed or airborne. 
A company has a set of pilots: each pilot has an experience level:
1 is minimum, 3 is maximum.
A type of aeroplane may need a particular number of pilots, with a 
different role (e.g.: captain, co-pilot, navigator): there must be at least 
one captain and one co-pilot, and a captain must have a level 3.",PRON VERB PART VERB DET NOUN ADP NOUN ADP NOUN CCONJ NOUN PUNCT SPACE DET NOUN VERB NOUN PUNCT DET NOUN VERB DET PROPN PUNCT SPACE DET NOUN VERB DET PROPN DET NOUN NOUN CCONJ DET NOUN NOUN PUNCT DET SPACE NOUN ADP DET ADJ NOUN PUNCT SPACE DET NOUN VERB DET NOUN CCONJ DET NOUN NOUN NOUN PUNCT CCONJ PRON VERB DET NOUN ADP DET SPACE ADJ NOUN PUNCT DET NOUN VERB ADV DET NOUN NOUN CCONJ DET NOUN NOUN PUNCT SPACE DET NOUN VERB DET NOUN ADP NOUN ADP ADJ NOUN PUNCT SPACE DET NOUN AUX AUX ADP DET VERB NOUN CCONJ PRON AUX AUX ADP NOUN PUNCT SPACE ADP DET ADJ NOUN DET NOUN AUX AUX VERB CCONJ ADJ PUNCT SPACE DET NOUN VERB DET NOUN ADP NOUN PUNCT DET NOUN VERB DET NOUN NOUN PUNCT SPACE NUM AUX ADJ PUNCT NUM AUX ADJ PUNCT SPACE DET NOUN ADP NOUN AUX VERB DET ADJ NOUN ADP NOUN PUNCT ADP DET SPACE ADJ NOUN PUNCT ADV PUNCT NOUN PUNCT NOUN NOUN ADJ PUNCT NOUN PUNCT PRON AUX AUX ADP ADJ SPACE NUM NOUN CCONJ NUM NOUN NOUN NOUN PUNCT CCONJ DET NOUN AUX VERB DET NOUN NUM PUNCT,O O O O O O O O O entity O entity O O O entity relationship entity O O entity relationship O attr O O O entity relationship O attr O O entity O O O entity O O O entity O O O attr O O O entity relationship O entity O O O O entity O O O relationship O entity O O O O O O O entity relationship O O O O O O O O O O O entity relationship O O O entity O O O O O O entity O O O O O O O O O O O attr O O O O O O O entity O O attr O O O O O O relationship O O O entity O O entity relationship O O O O O O O O O O O O O O O O O O O O O O O O entity O O O O O O O O O O O O O entity O O O O O O O O O O O O O O O entity O O O O O O O O O O
"A hotel is composed of at least two rooms. Each room has a bathroom: shower or bath. A hotel accommodates people. It can employ staff and it must be managed by a manager. Only the first and last names of the employees, managers and occupants are known. Some people are children and others are adults (it is forbidden to employ children). A hotel has the following characteristics: an address, a number of rooms and a category. A room is characterized by the number and beds it contains, its price and its number. We want to know who occupies which room on which date. For each day of the year, we want to be able to calculate the rent of each room according to its price and its occupation (the rent is null if the room is unoccupied). The sum of these rents allows to calculate the turnover of the hotel between two dates.",DET NOUN AUX VERB ADP ADV ADV NUM NOUN PUNCT DET NOUN VERB DET NOUN PUNCT NOUN CCONJ NOUN PUNCT DET NOUN VERB NOUN PUNCT PRON AUX VERB NOUN CCONJ PRON AUX AUX VERB ADP DET NOUN PUNCT ADV DET ADJ CCONJ ADJ NOUN ADP DET NOUN PUNCT NOUN CCONJ NOUN AUX VERB PUNCT DET NOUN AUX NOUN CCONJ NOUN AUX NOUN PUNCT PRON AUX VERB PART VERB NOUN PUNCT PUNCT DET NOUN VERB DET ADJ NOUN PUNCT DET NOUN PUNCT DET NOUN ADP NOUN CCONJ DET NOUN PUNCT DET NOUN AUX VERB ADP DET NOUN CCONJ NOUN PRON VERB PUNCT PRON NOUN CCONJ PRON NOUN PUNCT PRON VERB PART VERB PRON VERB DET NOUN ADP DET NOUN PUNCT ADP DET NOUN ADP DET NOUN PUNCT PRON VERB PART AUX ADJ PART VERB DET NOUN ADP DET NOUN VERB ADP PRON NOUN CCONJ PRON NOUN PUNCT DET NOUN AUX ADJ SCONJ DET NOUN AUX ADJ PUNCT PUNCT DET NOUN ADP DET NOUN VERB PART VERB DET NOUN ADP DET NOUN ADP NUM NOUN PUNCT,O entity O O O O O O entity O O entity relationship O entity O entity O entity O O entity O entity O O O relationship entity O O O O O O O entity O O O attr O O O O O entity O entity O entity O O O O entity O O O O O O O O O O O relationship O O O O entity relationship O O O O O attr O O attr O entity O O attr O O entity O O O O attr O attr O O O O attr O O attr O O O O O O O O entity O O O O O O O O O O O O O O O O O O O O O O entity O O O attr O O O O O O O O O O entity O O O O O O O O O O O O O O O O entity O O O O
